"","SU_ID","P_PANEL","NATIONAL_WEIGHT","REGION_WEIGHT","NATIONAL_WEIGHT_POP","REGION_WEIGHT_POP","P_GEO","SOC1","SOC2A","SOC2B","SOC3A","SOC3B","SOC4A","SOC4B","PHYS8","PHYS1A","PHYS1B","PHYS1C","PHYS1D","PHYS1E","PHYS1F","PHYS1G","PHYS1H","PHYS1I","PHYS1J","PHYS1K","PHYS1L","PHYS1M","PHYS1N","PHYS1O","PHYS1P","PHYS1Q","SOC5A","SOC5B","SOC5C","SOC5D","SOC5E","PHYS2_1","PHYS2_2","PHYS2_3","PHYS2_4","PHYS2_5","PHYS2_6","PHYS2_7","PHYS2_8","PHYS2_9","PHYS2_10","PHYS2_11","PHYS2_12","PHYS2_13","PHYS2_14","PHYS2_15","PHYS2_16","PHYS2_17","PHYS2_18","PHYS2_19","PHYS2_DK","PHYS2_SKP","PHYS2_REF","PHYS10A","PHYS10B","PHYS10C","PHYS10D","PHYS10E","ECON8A","ECON8B","ECON8C","ECON8D","ECON8E","ECON8F","ECON8G","ECON8H","ECON8I","ECON8J","ECON8K","ECON8L","ECON8M","ECON8N","ECON8O","ECON8P","ECON8Q","ECON8R","ECON8S","ECON7_1","ECON7_2","ECON7_3","ECON7_4","ECON7_5","ECON7_6","ECON7_7","ECON7_8","ECON7_DK","ECON7_SKP","ECON7_REF","ECON1","ECON4","ECON4A","ECON4B","ECON6A","ECON6B","ECON6C","ECON6D","ECON6E","ECON6F","ECON6G","ECON6H","ECON6I","ECON6J","ECON6K","ECON6L","ECON5A_A","ECON5A_B","PHYS7_1","PHYS7_2","PHYS7_3","PHYS7_4","PHYS7_DK","PHYS7_SKP","PHYS7_REF","PHYS11","PHYS9A","PHYS9B","PHYS9C","PHYS9D","PHYS9E","PHYS9F","PHYS9G","PHYS9H","PHYS3A","PHYS3B","PHYS3C","PHYS3D","PHYS3E","PHYS3F","PHYS3G","PHYS3H","PHYS3I","PHYS3J","PHYS3K","PHYS3L","PHYS3M","PHYS4","PHYS5","PHYS6","AGE4","AGE7","GENDER","RACETH","RACE_R2","EDUCATION","EDUC4","HHSIZE1","REGION4","REGION9","P_DENSE","MODE","LANGUAGE","MAIL50","RACE1_BANNER","INC_BANNER","AGE_BANNER","HH_BANNER","ECON2","ECON3","PHYS11_TEMP","HHINCOME","HH01S","HH25S","HH612S","HH1317S","HH18OVS"
"7679","0040007246","Amerispeak",NA,0.028199847,NA,1397.4370653,"(1) California",3,3,3,1,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,3,1,3,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,4,4,3,3,3,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,3,2,5,5,4,4,4,1,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,1,2,2,2,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,1,1,2,2,2,4,6,1,1,1,6,4,1,4,9,3,2,1,NA,1,3,3,1,NA,"0","97",6,0,0,0,0,1
"7680","0040007266","Amerispeak",NA,NA,NA,NA,NA,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,3,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,5,4,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,1,0,0,0,0,0,0,0,0,3,2,5,5,4,4,4,4,4,4,1,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,2,1,1,3,3,1,3,6,1,2,1,NA,1,2,3,1,NA,"0",NA,4,0,0,0,0,1
"7681","0040007274","Amerispeak",NA,NA,NA,NA,NA,2,4,5,1,1,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,4,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,1,NA,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,1,2,2,2,3,5,2,1,1,5,4,1,3,5,3,2,1,NA,1,3,2,1,"45","43",NA,6,0,0,0,0,1
"7682","0040007287","Amerispeak",NA,0.0867845619,NA,3030.3341048,"(3) Florida",1,1,5,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,3,3,4,3,4,1,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,3,2,7,4,6,3,5,3,2,1,NA,3,1,2,4,NA,"0",NA,2,0,0,1,2,4
"7683","0040007290","Amerispeak",NA,NA,NA,NA,NA,3,2,2,1,1,2,2,4,2,1,2,2,2,1,2,2,1,2,2,1,2,1,1,2,2,1,1,2,2,2,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,5,5,4,5,4,2,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,0,0,0,0,0,0,3,NA,2,2,2,4,4,4,4,4,4,4,4,4,4,4,3,3,1,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,1,2,2,1,3,4,1,1,1,1,1,2,3,5,2,2,1,NA,1,3,2,2,NA,"50","96.8",7,0,0,0,0,2
"7684","0040007295","Amerispeak",NA,NA,NA,NA,NA,3,5,5,4,4,NA,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,NA,5,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,0,0,1,1,0,0,0,0,2,NA,3,3,3,4,3,2,1,3,3,3,2,NA,3,3,2,1,0,0,1,0,0,0,0,2,2,2,1,1,2,2,2,1,2,1,1,2,NA,NA,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,6,1,2,3,2,1,NA,1,2,2,5,NA,"(998) SKIPPED ON WEB",NA,6,0,0,0,0,9
"7685","0040007296","Amerispeak",NA,NA,NA,NA,NA,3,1,2,1,1,2,2,3,2,NA,1,2,2,2,2,2,2,2,2,1,1,2,2,1,2,1,1,1,2,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,5,5,2,2,1,2,1,2,2,2,2,1,1,1,NA,2,2,1,2,2,NA,NA,NA,1,1,0,1,0,0,0,0,0,0,0,0,3,2,5,5,4,4,4,1,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,2,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,4,6,1,1,1,3,3,2,1,2,3,2,1,NA,1,3,3,2,NA,"0","98.4",7,0,0,0,0,2
"7686","0040007299","Amerispeak",NA,3.8832831189,NA,192435.22012,"(1) California",3,2,2,1,1,NA,1,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,2,3,1,1,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,3,2,1,1,2,2,2,2,2,1,2,1,2,1,1,1,2,2,2,2,2,2,2,0,0,0,0,1,0,0,0,0,0,0,1,NA,2,3,4,4,4,4,4,4,4,4,4,4,4,4,2,3,0,0,0,1,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,3,5,1,3,2,1,1,3,4,9,3,2,1,NA,3,2,2,5,"16","16",NA,4,0,0,0,0,3
"7687","0040007300","Amerispeak",NA,NA,NA,NA,NA,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,4,5,5,1,1,1,1,1,1,1,2,1,2,2,1,2,1,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,NA,2,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,3,1,1,1,5,4,2,3,5,3,2,1,NA,1,4,2,2,"40","40",NA,8,0,0,0,0,2
"7688","0040007302","Amerispeak",NA,NA,NA,NA,NA,3,3,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,5,4,5,4,4,2,1,2,2,1,2,2,2,2,2,2,1,1,2,1,1,2,2,1,0,0,1,0,1,0,0,0,0,0,0,2,NA,2,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,1,2,2,1,2,3,3,2,1,NA,1,2,2,1,NA,"40",NA,4,0,0,0,0,1
"7689","0040007315","Amerispeak",NA,NA,NA,NA,NA,3,2,1,1,1,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,3,5,NA,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,1,0,0,0,3,2,5,5,4,1,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,1,2,2,2,2,2,2,2,2,1,1,1,2,2,1,2,2,2,2,1,1,2,2,2,4,7,2,2,2,1,1,1,3,5,3,1,1,NA,2,1,3,1,NA,"0",NA,3,0,0,0,0,1
"7690","0040007328","Amerispeak",NA,3.5138626395,NA,122696.68198,"(3) Florida",3,3,5,4,4,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,4,3,3,3,4,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1,0,0,0,0,2,NA,3,3,4,4,4,4,4,4,4,4,4,4,4,4,2,2,0,0,0,1,0,0,0,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,2,3,3,3,3,5,3,2,1,NA,2,2,2,5,NA,"30",NA,5,0,0,0,0,3
"7691","0040007334","Amerispeak",NA,NA,NA,NA,NA,3,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,3,2,3,2,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,2,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,3,3,2,1,4,4,4,1,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,2,1,2,1,1,2,2,1,2,1,2,2,2,2,1,2,2,2,2,NA,2,2,2,2,4,6,1,1,1,3,3,2,2,3,2,2,1,NA,1,3,3,2,NA,"24","97.8",8,0,0,0,0,2
"7692","0040007343","Amerispeak",NA,NA,NA,NA,NA,4,2,3,1,1,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,5,5,5,3,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,3,3,4,1,4,4,4,4,4,4,4,4,4,4,4,4,1,2,0,0,0,1,0,0,0,1,2,2,2,1,1,2,2,2,1,1,2,1,2,2,1,2,2,2,2,2,1,2,2,2,4,6,2,1,1,5,4,2,2,4,1,2,1,NA,1,3,3,2,NA,"40","98.6",6,0,0,0,0,2
"7693","0040007344","Amerispeak",NA,NA,NA,NA,NA,3,4,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,2,1,1,2,1,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,NA,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,0,0,1,0,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,3,4,1,1,1,6,4,5,2,3,3,2,1,NA,1,4,2,3,"50","50",NA,9,0,0,0,2,3
"7694","0040007354","Amerispeak",NA,NA,NA,NA,NA,2,3,2,1,1,2,2,2,2,1,1,2,2,1,2,1,1,2,2,2,2,2,2,1,2,1,2,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,4,5,4,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,NA,3,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,1,NA,NA,NA,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,3,5,2,1,1,2,2,2,3,6,2,2,1,NA,1,3,2,2,"40","39","98",6,0,0,0,0,2
"7695","0040007381","Amerispeak",NA,1.6969830917,NA,97440.10131,"(10) Texas",3,4,5,1,1,2,2,3,1,1,NA,1,1,NA,1,1,1,2,2,2,1,1,1,1,1,2,2,4,1,4,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,3,2,4,4,4,1,4,4,4,4,4,4,4,4,4,4,1,1,0,1,0,0,0,0,0,2,2,2,2,1,1,2,2,2,1,1,2,1,2,2,1,1,NA,2,2,2,1,2,2,2,3,4,2,2,2,1,1,3,3,7,3,2,1,NA,2,1,2,3,NA,"0",NA,1,0,0,0,1,2
"7696","0040007388","Amerispeak",NA,NA,NA,NA,NA,1,5,5,1,1,2,2,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,3,4,1,1,4,4,4,4,4,4,4,4,4,3,1,4,3,3,0,0,0,1,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,1,3,2,2,2,1,2,3,3,2,2,NA,3,1,2,1,NA,"50","97",3,0,0,0,0,1
"7697","0040007389","Amerispeak",NA,NA,NA,NA,NA,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,4,4,1,1,1,2,2,2,1,2,2,1,2,1,2,2,1,1,2,1,2,2,1,0,0,0,0,0,0,0,1,0,0,0,3,3,3,3,2,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,2,1,1,5,4,1,2,3,3,2,1,NA,1,1,2,1,NA,"40","97.9",3,0,0,0,0,1
"7698","0040007397","Amerispeak",NA,NA,NA,NA,NA,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,3,2,5,5,4,4,4,1,4,4,1,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,2,1,2,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,4,7,1,1,1,6,4,2,3,5,3,2,1,NA,1,3,3,2,NA,"0","97.8",7,0,0,0,0,2
"7699","0040007401","Amerispeak",NA,NA,NA,NA,NA,3,4,4,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,5,5,5,4,5,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,0,0,1,0,0,0,0,0,0,0,0,3,2,5,5,4,4,4,1,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,2,1,1,2,2,2,2,4,1,2,1,NA,1,3,2,2,NA,"0",NA,6,0,0,0,0,2
"7700","0040007402","Amerispeak",NA,NA,NA,NA,NA,3,5,NA,1,1,2,2,3,1,2,2,2,2,1,1,1,1,2,2,1,2,1,2,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,5,3,3,3,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,0,0,0,0,1,0,0,0,3,8,3,2,4,4,4,1,1,1,4,4,4,4,4,4,3,3,0,1,0,0,0,0,0,2,2,2,2,2,1,2,2,1,2,1,2,1,2,1,1,2,2,2,1,1,2,2,2,2,4,6,2,1,1,2,2,1,1,2,3,2,1,NA,1,3,3,1,NA,"(998) SKIPPED ON WEB",NA,6,0,0,0,0,1
"7701","0040007403","Amerispeak",NA,NA,NA,NA,NA,3,4,3,3,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,5,4,3,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,3,2,5,5,4,1,4,1,4,1,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,1,1,1,2,2,2,4,8,3,2,1,NA,1,1,2,2,NA,"0",NA,2,0,0,0,0,2
"7702","0040007404","Amerispeak",NA,NA,NA,NA,NA,3,5,4,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,NA,1,2,2,2,2,1,2,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,4,3,5,3,4,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,NA,2,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,3,2,5,4,5,2,3,3,2,1,NA,3,3,2,5,"40","40",NA,7,0,0,0,0,5
"7703","0040007410","Amerispeak",NA,2.1135515893,NA,71287.67304,"(8) New York",1,5,5,1,1,2,2,4,1,NA,NA,NA,NA,NA,1,NA,1,NA,1,1,1,1,1,1,NA,4,4,4,4,4,1,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,0,0,0,3,3,3,5,5,1,2,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,1,0,0,0,3,1,5,5,4,4,4,4,4,4,4,4,4,4,4,4,2,2,0,1,1,0,0,0,0,2,2,2,2,1,2,2,2,2,NA,NA,NA,1,NA,1,1,1,NA,2,NA,NA,NA,2,NA,NA,1,2,2,1,1,1,1,4,1,2,2,2,1,NA,1,1,2,5,NA,"0",NA,2,0,0,0,0,4
"7704","0040007411","Amerispeak",NA,NA,NA,NA,NA,2,3,3,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,3,4,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,1,NA,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,1,1,7,4,2,1,1,3,2,1,NA,1,3,2,2,"40","40","97.7",7,0,0,0,0,2
"7705","0040007413","Amerispeak",NA,0.8201458188,NA,27662.578605,"(8) New York",3,3,1,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,4,4,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,5,5,4,4,5,1,1,1,2,1,2,2,1,2,2,1,2,1,2,1,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,NA,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,3,3,1,1,2,3,2,1,NA,1,3,1,1,"22","20",NA,6,0,0,0,0,1
"7706","0040007417","Amerispeak",NA,NA,NA,NA,NA,3,2,2,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,5,5,4,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,NA,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,5,1,1,1,5,4,2,4,8,3,2,1,NA,1,4,2,2,"84","60","96.8",9,0,0,0,0,2
"7707","0040007429","Amerispeak",NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,5,1,1,1,1,2,1,2,1,2,1,1,2,1,1,2,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,NA,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,1,1,1,7,4,6,4,8,1,2,1,NA,1,3,2,4,"40","50",NA,8,0,0,2,2,3
"7708","0040007441","Amerispeak",NA,NA,NA,NA,NA,3,3,3,2,3,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,3,3,3,3,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,5,4,3,1,2,1,2,1,1,2,2,1,1,2,1,2,2,2,2,1,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,1,NA,2,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,1,NA,NA,NA,NA,NA,NA,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,3,3,6,3,5,3,2,1,NA,1,1,1,5,"10","20",NA,3,0,0,0,0,6
"7709","0040007446","Amerispeak",NA,NA,NA,NA,NA,3,2,3,1,1,1,2,3,2,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,2,2,1,1,1,1,1,NA,1,1,1,2,2,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,NA,1,1,4,4,4,4,4,4,1,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,1,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,1,3,3,6,3,5,2,2,1,NA,1,3,2,4,"40","40","98.2",7,0,0,2,2,2
"7710","0040007452","Amerispeak",NA,2.6735353302,NA,90175.282896,"(8) New York",3,2,1,1,1,NA,NA,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,1,NA,3,3,4,4,4,4,4,4,4,4,4,4,4,4,2,2,0,0,0,1,0,0,0,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,1,2,2,2,2,6,1,2,3,2,1,NA,2,3,2,4,"(998) SKIPPED ON WEB","(998) SKIPPED ON WEB","98.7",7,0,1,2,2,2
"7711","0040007475","Amerispeak",NA,NA,NA,NA,NA,3,3,3,5,1,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,1,1,3,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,3,3,1,1,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,1,2,1,0,1,0,0,0,0,0,0,0,0,0,3,3,3,3,2,1,4,4,4,4,NA,4,4,1,1,4,2,3,0,0,0,1,0,0,0,1,1,2,2,NA,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,4,1,2,2,4,3,4,3,5,3,2,1,NA,2,2,2,3,NA,"60","97.5",6,0,0,0,2,2
"7712","0040007490","Amerispeak",NA,0.9830778495,NA,34327.00781,"(3) Florida",2,2,1,1,1,2,2,4,2,NA,1,1,2,1,2,2,1,1,2,2,2,1,1,2,2,3,3,4,1,3,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,2,4,2,2,2,2,1,NA,2,1,1,1,NA,NA,1,2,2,NA,2,NA,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,3,5,4,4,4,1,4,1,4,1,1,4,4,4,4,4,2,2,0,1,0,0,0,0,0,2,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,4,6,2,1,1,3,3,5,3,5,3,2,1,NA,1,1,3,4,NA,"0",NA,2,0,0,2,1,2
