"","SU_ID","P_PANEL","NATIONAL_WEIGHT","REGION_WEIGHT","NATIONAL_WEIGHT_POP","REGION_WEIGHT_POP","NAT_WGT_COMB_POP","REG_WGT_COMB_POP","P_GEO","SOC1","SOC2A","SOC2B","SOC3A","SOC3B","SOC4A","SOC4B","PHYS8","PHYS1A","PHYS1B","PHYS1C","PHYS1D","PHYS1E","PHYS1F","PHYS1G","PHYS1H","PHYS1I","PHYS1J","PHYS1K","PHYS1L","PHYS1M","PHYS1N","PHYS1O","PHYS1P","PHYS1Q","SOC5A","SOC5B","SOC5C","SOC5D","SOC5E","PHYS2_1","PHYS2_2","PHYS2_3","PHYS2_4","PHYS2_5","PHYS2_6","PHYS2_7","PHYS2_8","PHYS2_9","PHYS2_10","PHYS2_11","PHYS2_12","PHYS2_13","PHYS2_14","PHYS2_15","PHYS2_16","PHYS2_17","PHYS2_18","PHYS2_19","PHYS2_DK","PHYS2_SKP","PHYS2_REF","PHYS10A","PHYS10B","PHYS10C","PHYS10D","PHYS10E","ECON8A","ECON8B","ECON8C","ECON8D","ECON8E","ECON8F","ECON8G","ECON8H","ECON8I","ECON8J","ECON8K","ECON8L","ECON8M","ECON8N","ECON8O","ECON8P","ECON8Q","ECON8R","ECON8S","ECON7_1","ECON7_2","ECON7_3","ECON7_4","ECON7_5","ECON7_6","ECON7_7","ECON7_8","ECON7_DK","ECON7_SKP","ECON7_REF","ECON1","ECON4","ECON3","ECON4A","ECON4B","ECON6A","ECON6B","ECON6C","ECON6D","ECON6E","ECON6F","ECON6G","ECON6H","ECON6I","ECON6J","ECON6K","ECON6L","ECON5A_A","ECON5A_B","PHYS7_1","PHYS7_2","PHYS7_3","PHYS7_4","PHYS7_DK","PHYS7_SKP","PHYS7_REF","PHYS11","PHYS11_TEMP","PHYS9A","PHYS9B","PHYS9C","PHYS9D","PHYS9E","PHYS9F","PHYS9G","PHYS9H","PHYS3A","PHYS3B","PHYS3C","PHYS3D","PHYS3E","PHYS3F","PHYS3G","PHYS3H","PHYS3I","PHYS3J","PHYS3K","PHYS3L","PHYS3M","PHYS4","PHYS5","PHYS6","AGE4","AGE7","GENDER","RACETH","RACE_R2","EDUCATION","EDUC4","HHSIZE1","REGION4","REGION9","P_DENSE","MODE","LANGUAGE","MAIL50","RACE1_BANNER","INC_BANNER","AGE_BANNER","HH_BANNER","ECON2","ECON31","HHINCOME","HH01S","HH25S","HH612S","HH1317S","HH18OVS","NeighborChange","MHscore"
"8358","0040007713","Amerispeak",NA,NA,NA,NA,NA,NA,NA,2,3,3,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,5,5,4,3,3,2,2,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,3,2,0,5,5,4,4,4,1,4,1,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,98.5,1,2,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,4,6,1,1,1,4,3,1,3,5,2,2,1,NA,1,4,3,1,NA,0,8,0,0,0,0,1,0,7
"8359","0040007714","Amerispeak",NA,1.436981,NA,65381.12,NA,32690.56,"(1) California",2,2,4,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,5,2,2,2,1,2,1,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,1,0,1,1,0,0,0,0,0,0,0,0,1,NA,40,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,NA,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,5,4,1,4,9,3,2,1,NA,1,2,2,1,40,40,5,0,0,0,0,1,2,5
"8360","0040007715","Amerispeak",NA,3.835489,NA,174510.7,NA,87255.36,"(1) California",3,2,3,1,1,2,2,2,2,1,1,1,1,2,2,1,1,2,2,2,2,2,2,1,2,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,5,5,5,5,5,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,NA,0,1,2,4,4,4,4,4,4,4,4,4,4,4,4,2,2,0,0,1,0,0,0,0,2,NA,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,4,2,2,2,6,4,9,3,2,1,NA,4,1,2,3,40,0,2,0,0,1,1,5,1,5
"8361","0040007717","Amerispeak",NA,NA,NA,NA,NA,NA,NA,3,1,1,1,1,2,2,2,2,2,2,1,2,2,2,1,2,2,1,NA,2,2,2,2,2,1,1,2,2,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,4,3,4,3,3,2,1,2,2,1,2,2,2,1,2,2,2,NA,2,2,2,2,1,1,0,1,1,0,0,0,0,0,0,0,0,3,2,0,5,5,4,4,4,1,4,1,1,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,NA,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,4,7,1,1,1,2,2,1,2,3,3,2,1,NA,1,3,3,1,NA,0,6,0,0,0,0,1,0,7
"8362","0040007718","Amerispeak",NA,NA,NA,NA,NA,NA,NA,2,2,3,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,3,3,3,3,3,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,0,0,1,0,0,0,0,0,0,0,0,1,NA,40,2,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,97,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,5,2,3,2,2,2,1,3,6,3,2,1,NA,3,1,2,1,40,40,3,0,0,0,0,1,1,7
"8363","0040007719","Amerispeak",NA,1.140003,NA,51868.93,NA,25934.47,"(1) California",2,3,3,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,3,1,2,1,1,2,1,2,1,1,2,1,1,1,2,1,2,1,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,NA,12,2,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,NA,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,5,1,3,2,6,4,1,4,9,3,2,1,NA,3,4,2,1,12,12,9,0,0,0,0,1,0,7
"8364","0040007720","Amerispeak",NA,NA,NA,NA,NA,NA,NA,2,2,2,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,4,4,4,3,3,1,2,2,1,1,1,1,1,2,1,2,2,2,2,2,1,2,2,2,0,0,1,0,0,0,0,0,0,0,0,1,NA,55,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,96.9,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,1,3,3,5,2,3,3,2,1,NA,1,3,2,4,45,55,7,0,1,2,0,2,0,6
"8365","0040007721","Amerispeak",NA,2.16444,NA,74299.06,NA,37149.53,"(8) New York",2,5,4,1,1,2,2,4,1,1,1,2,1,1,1,2,1,1,1,1,2,2,2,2,2,2,1,4,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5,5,5,3,3,2,2,1,2,2,1,2,2,2,1,1,2,1,1,1,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,3,1,30,2,2,2,4,4,4,4,4,4,4,4,4,4,4,3,3,1,1,1,0,0,0,0,2,NA,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,4,2,3,3,6,1,2,3,2,1,NA,4,2,2,5,NA,30,6,0,0,0,0,6,-1,9
"8366","0040007722","Amerispeak",NA,NA,NA,NA,NA,NA,NA,4,4,5,2,2,2,2,4,2,1,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,3,3,3,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,NA,2,2,2,0,0,1,0,0,0,0,0,0,0,0,1,NA,40,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,NA,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,2,3,4,2,3,2,3,3,2,4,8,3,2,1,NA,3,1,2,2,40,40,2,0,0,0,0,2,1,5
"8367","0040007723","Amerispeak",NA,NA,NA,NA,NA,NA,NA,3,4,4,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,5,5,5,5,5,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,NA,50,1,1,4,4,4,4,4,4,4,4,2,4,4,4,2,2,0,0,0,1,0,0,0,1,98.5,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,6,4,8,2,2,1,NA,1,2,2,3,50,50,4,0,2,0,0,4,0,6
"8368","0040007724","Amerispeak",NA,NA,NA,NA,NA,NA,NA,3,4,4,1,1,2,2,3,2,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,1,2,1,2,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,5,5,5,3,3,1,1,2,2,2,2,2,1,2,2,1,2,1,2,2,2,1,2,2,0,0,1,0,0,0,0,0,0,0,0,1,NA,40,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,98.5,1,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,1,1,1,5,4,2,4,9,3,2,1,NA,1,3,2,2,40,40,8,0,0,0,0,2,0,7
"8369","0040007726","Amerispeak",NA,NA,NA,NA,NA,NA,NA,1,5,5,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,NA,40,1,1,4,1,1,4,4,1,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,NA,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,3,3,2,1,NA,2,1,2,3,29,40,1,0,0,1,0,1,0,5
"8370","0040007728","Amerispeak",NA,NA,NA,NA,NA,NA,NA,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,3,4,1,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,2,1,1,0,1,0,0,0,0,0,0,0,0,3,1,24,3,2,4,4,4,1,4,1,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,NA,2,1,2,1,1,2,2,1,2,1,2,2,2,2,1,2,2,2,1,1,1,2,2,2,4,6,1,1,1,3,3,1,1,1,3,2,1,NA,1,3,3,1,NA,24,6,0,0,0,0,1,-1,5
"8371","0040007730","Amerispeak",NA,0.2475887,NA,11265.03,NA,5632.513,"(1) California",3,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,4,2,3,2,1,0,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,4,3,4,3,3,2,1,1,2,1,1,1,2,2,2,1,2,2,1,1,2,1,2,1,0,1,0,0,1,0,0,0,0,0,0,3,8,0,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,1,1,3,3,3,4,9,3,2,1,NA,1,1,2,5,NA,0,2,0,0,0,0,3,0,12
"8372","0040007734","Amerispeak",NA,NA,NA,NA,NA,NA,NA,3,3,4,1,1,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0,1,0,0,1,0,1,0,0,0,0,3,NA,NA,NA,3,1,1,4,4,4,1,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,97.9,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,1,1,1,2,2,4,1,2,3,2,1,NA,1,3,2,5,NA,NA,6,0,0,0,0,4,1,14
"8373","0040007737","Amerispeak",NA,NA,NA,NA,NA,NA,NA,2,3,3,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,0,0,0,0,0,0,2,NA,60,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,5,1,1,1,2,2,2,4,8,3,2,1,NA,1,3,2,2,NA,60,7,0,0,0,0,2,0,5
"8374","0040007741","Amerispeak",NA,NA,NA,NA,NA,NA,NA,3,3,3,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,5,5,5,5,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,1,NA,40,1,1,4,4,4,4,4,3,3,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,NA,1,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,4,5,1,3,2,2,2,1,4,8,3,2,1,NA,3,3,2,1,40,40,6,0,0,0,0,1,0,5
"8375","0040007742","Amerispeak",NA,NA,NA,NA,NA,NA,NA,3,4,4,2,3,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,1,2,2,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,3,5,5,1,1,1,1,2,2,1,2,1,2,1,2,2,2,1,2,2,2,2,1,1,1,0,1,0,0,0,0,0,0,0,0,1,NA,26,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,98.4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,2,1,1,6,4,3,2,3,3,2,1,NA,1,4,2,5,20,26,9,0,0,0,0,3,0,7
"8376","0040007743","Amerispeak",NA,0.8181266,NA,41201.62,NA,20600.81,"(10) Texas",2,4,3,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,3,3,3,3,3,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,0,1,0,0,0,0,1,0,0,0,0,2,NA,32,1,1,4,4,4,4,4,4,4,4,4,4,4,4,2,3,0,0,0,1,0,0,0,1,97.8,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,2,3,3,3,3,7,2,2,1,NA,3,2,2,3,NA,32,6,0,1,0,0,2,-1,7
"8377","0040007746","Amerispeak",NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,4,3,3,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,NA,46,2,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,97.9,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,4,5,1,1,1,2,2,2,2,3,3,2,1,NA,1,3,2,2,36,46,6,0,0,0,0,2,0,7
"8378","0040007748","Amerispeak",NA,0.3147521,NA,14320.89,NA,7160.445,"(1) California",3,1,1,1,1,2,2,3,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,3,3,3,3,2,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,1,2,2,1,2,2,1,0,1,0,0,0,0,0,0,0,0,1,NA,NA,1,1,4,4,4,4,4,4,4,4,4,4,4,4,2,2,0,0,1,0,0,0,0,1,98.6,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,3,6,4,9,3,2,1,NA,5,2,2,3,40,80,6,0,1,0,0,5,0,14
"8379","0040007749","Amerispeak",NA,NA,NA,NA,NA,NA,NA,2,3,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,3,4,3,2,2,1,1,2,2,1,2,1,1,1,2,1,2,2,2,1,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,1,NA,40,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,97.7,1,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,3,2,1,1,6,4,4,2,4,3,2,1,NA,1,3,2,3,40,40,8,0,1,0,1,2,0,7
"8380","0040007750","Amerispeak",NA,0.6339146,NA,28842.45,NA,14421.23,"(1) California",2,2,2,1,1,NA,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,2,NA,40,2,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,97,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,2,3,1,4,2,7,4,3,4,9,3,2,1,NA,4,4,2,5,NA,40,9,0,0,0,0,3,0,8
"8381","0040007751","Amerispeak",NA,0.8921445,NA,30624.78,NA,15312.39,"(8) New York",2,3,1,5,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,3,3,3,4,1,1,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,1,2,1,1,0,1,0,0,0,0,0,0,0,0,3,2,16,3,3,4,4,4,1,4,1,2,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,98.1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,1,4,6,1,1,1,3,3,2,1,2,3,2,1,NA,1,3,3,2,NA,16,8,0,0,0,0,2,-2,5
"8382","0040007752","Amerispeak",NA,NA,NA,NA,NA,NA,NA,3,3,4,2,2,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,5,5,5,5,5,2,2,1,2,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,0,0,0,0,0,0,0,1,0,0,0,2,NA,15,2,2,4,4,4,4,4,4,4,4,4,4,4,4,2,2,0,0,0,1,0,0,0,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,5,4,3,3,5,3,2,1,NA,2,3,2,3,NA,15,6,0,0,1,0,2,1,9
"8383","0040007754","Amerispeak",NA,NA,NA,NA,NA,NA,NA,1,2,2,3,3,2,1,3,NA,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,4,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,2,1,5,5,4,4,4,1,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,NA,1,NA,NA,NA,1,1,NA,NA,2,1,2,2,2,2,NA,1,2,2,2,2,1,2,2,2,4,6,1,1,1,7,4,2,2,3,3,2,1,NA,1,3,3,2,NA,1,8,0,0,0,0,2,0,8
"8384","0040007755","Amerispeak",NA,NA,NA,NA,NA,NA,NA,3,5,5,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,2,4,2,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,2,2,0,0,1,0,0,0,0,0,0,0,0,3,2,8,5,4,4,4,4,1,4,1,1,NA,4,4,4,4,3,3,0,0,0,1,0,0,0,2,NA,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,2,1,1,3,3,1,2,4,1,2,1,NA,1,3,3,1,NA,8,7,0,0,0,0,1,0,12
"8385","0040007756","Amerispeak",NA,1.42455,NA,64815.55,NA,32407.78,"(1) California",3,4,4,1,1,2,1,4,1,2,2,2,2,1,2,2,NA,2,2,2,NA,2,2,2,2,2,1,2,4,1,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,3,2,2,2,3,2,2,1,2,2,1,2,1,2,1,2,2,2,1,2,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,3,2,0,5,5,4,4,4,1,4,1,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,NA,1,2,2,2,1,2,2,2,2,2,2,2,2,2,NA,NA,2,2,2,2,2,2,2,2,4,7,2,1,1,7,4,1,4,9,3,2,1,NA,1,2,3,1,NA,0,6,0,0,0,0,1,0,10
"8386","0040007758","Amerispeak",NA,NA,NA,NA,NA,NA,NA,3,4,4,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,1,4,3,3,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,5,3,5,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,1,NA,50,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,97.6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,1,1,1,5,4,2,2,3,3,2,1,NA,1,3,2,2,50,50,8,0,0,0,0,2,0,12
"8387","0040007759","Amerispeak",NA,NA,NA,NA,NA,NA,NA,2,3,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,1,0,0,0,1,NA,30,1,1,4,1,4,1,4,1,4,4,4,4,1,4,1,1,0,0,0,1,0,0,0,1,98,2,NA,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,NA,3,4,1,1,1,2,2,1,4,8,3,2,1,NA,1,2,2,1,30,30,6,0,0,0,0,1,0,7
"8388","0040007761","Amerispeak",NA,1.071857,NA,36793.81,NA,18396.9,"(8) New York",2,3,2,1,2,2,2,2,1,2,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,1,1,1,2,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,2,1,2,1,1,2,2,1,2,1,1,2,2,2,1,1,2,2,1,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,3,3,35,1,1,1,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,NA,1,2,2,2,2,2,2,2,2,2,2,2,2,NA,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,3,3,2,1,2,3,2,1,NA,1,2,2,2,NA,35,6,0,0,0,0,2,-1,6
"8389","0040007763","Amerispeak",NA,NA,NA,NA,NA,NA,NA,2,5,4,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,0,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,5,3,5,1,1,2,2,2,2,2,1,2,1,1,2,2,1,2,2,2,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,1,NA,35,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,NA,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,1,1,1,5,4,2,1,2,3,2,1,NA,1,4,2,2,34,35,9,0,0,0,0,2,-1,7
"8390","0040007764","Amerispeak",NA,NA,NA,NA,NA,NA,NA,3,3,2,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,NA,3,NA,3,3,2,2,1,1,1,2,2,1,1,1,2,2,2,2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,2,NA,40,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,NA,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,1,1,1,6,4,3,4,8,3,2,1,NA,1,3,3,5,NA,40,6,0,0,0,0,3,-1,7
